SKU tienda,Nombre del producto,Marca,Categoría,Subcategoría,Tienda,Precio normal,Precio final,Descuento,Precio tarjeta,Estado,Fecha,Hora actualización,URL
alp-40-08282,brit care adult large breed lamb hypoallergenic 3 kg,brit care,--,--,Best for Pets,25500,20400,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2838-3721-brit-care-adult-large-breed-lamb-hypoallergenic.html
alp-40-08284,brit care senior lamb hypoallergenic 3 kg,brit care,--,--,Best for Pets,25500,20400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2839-3723-brit-care-senior-lamb-hypoallergenic.html
alp-40-08996,brit care mini grain free hair & skin 2 kg,brit care,--,--,Best for Pets,23900,19120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3126-4414-brit-care-mini-grain-free-hair-skin.html
alp-40-08997,brit care mini grain free yorkshire 2 kg,brit care,--,--,Best for Pets,24500,19600,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3127-4415-brit-care-mini-grain-free-yorkshire.html
alp-40-08998,brit care mini grain free sensitive 2 kg,brit care,--,--,Best for Pets,25500,20400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3128-4416-brit-care-mini-grain-free-sensitive.html
alp-40-08999,brit care mini grain free light & sterilised 2 kg,brit care,--,--,Best for Pets,24900,19920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3129-4417-brit-care-mini-grain-free-light-sterilised.html
alp-40-09256,"brit care pate & meat lata - puppy 0,4 kg",brit care,--,--,Best for Pets,5300,4240,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3294-4689-brit-care-pat%C3%A9-meat-lata-puppy.html
alp-40-09257,"brit care pate & meat lata - pato 0,4 kg",brit care,--,--,Best for Pets,5300,4240,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3295-4690-brit-care-pat%C3%A9-meat-lata-pato.html
alp-40-09258,"brit care pate & meat lata - salmon 0,4 kg",brit care,--,--,Best for Pets,5300,4240,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3296-4691-brit-care-pat%C3%A9-meat-lata-salmon.html
alp-40-09259,"brit care pate & meat lata - pavo 0,4 kg",brit care,--,--,Best for Pets,5300,4240,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3297-4692-brit-care-pat%C3%A9-meat-lata-pavo.html
alp-40-09260,"brit care mono protein lata conejo 0,4 kg",brit care,--,--,Best for Pets,6000,4800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3298-4693-brit-care-mono-protein-lata-conejo.html
alp-40-09261,"brit care mono protein lata cordero y arroz 0,4 kg",brit care,--,--,Best for Pets,6000,4800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3299-4694-brit-care-mono-protein-lata-cordero-y-arroz.html
alp-40-09262,"brit care mono protein lata cordero 0,4 kg",brit care,--,--,Best for Pets,6000,4800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3300-4695-brit-care-mono-protein-lata-cordero.html
alp-40-09263,"brit care mono protein lata pavo & patata 0,4 kg",brit care,--,--,Best for Pets,6000,4800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3301-4696-brit-care-mono-protein-lata-pavo-patata.html
alp-40-09264,"brit care mono protein lata pavo 0,4 kg",brit care,--,--,Best for Pets,6000,4800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3302-4697-brit-care-mono-protein-lata-pavo.html
alp-40-09356,brit premium by nature junior small 3 kg,vitalcan,--,--,Best for Pets,21500,17200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3329-4775-brit-premium-by-nature-junior-small.html
alp-40-09357,brit premium by nature junior medium 3 kg,vitalcan,--,--,Best for Pets,21500,17200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3330-4776-brit-premium-by-nature-junior-medium.html
alp-40-09362,brit premium by nature adult medium 3 kg,vitalcan,--,--,Best for Pets,,16915,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3333-4781-brit-premium-by-nature-adult-medium.html
alp-40-09364,adult large 3 kg,vitalcan,--,--,Best for Pets,,15725,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-perros/3334-4783-adult-large.html
alp-01-09852,adultos medianos y grandes pollo y pavo 8 kg,dog chow,--,--,Best for Pets,,18810,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-dog-chow-para-perros/3500-5089-dog-chow-adultos-medianos-y-grandes-pollo-y-pavo.html
alp-03-00150,hills science diet puppy chicken meal & barley recipe 2 kg,hills,--,--,Best for Pets,24900,21165,15%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/143-1410-hill%C2%B4s-science-diet-puppy-chicken-meal-barley-recipe.html
alp-03-00148,hills science diet puppy small bites chicken & barley recipe 2 kg,hills,--,--,Best for Pets,24500,20825,15%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/144-73-hill%C2%B4s-science-diet-puppy-small-bites-chicken-barley-recipe.html
alp-14-02159,"bil jac puppy select formula 2,7 kg",bil-jac,--,--,Best for Pets,,20340,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2336-2525-bil-jac-puppy-select-formula.html
alp-06-01253,nutra-nuggets puppy large breed 15 kg,nutra nuggets,--,--,Best for Pets,,49215,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-nutra-nuggets-para-perros/56-861-nutra-nuggets-puppy-large-breed.html
alg-03-00239,"hills science diet kitten chicken recipe 1,5 kg",hills,--,--,Best for Pets,,22950,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/110-3394-hill%C2%B4s-science-diet-kitten-chicken-recipe.html
alg-03-08328,"hills science diet kitten indoor 1,5 kg",hills,--,--,Best for Pets,,23850,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2879-3769-hill%C2%B4s-science-diet-kitten-indoor.html
alp-13-09465,fit formula adulto 20 kg,orijen,--,--,Best for Pets,59900,44925,25%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3415-4961-fit-formula-adulto.html
alg-03-00274,"hills prescription diet r/d weight loss felino 1,8 kg",hills,--,--,Best for Pets,38500,32725,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/101-950-hill%C2%B4s-prescription-diet-rd-weight-loss-felino.html
alg-03-00281,"hills prescription diet w/d multi benefit felino 1,8 kg",hills,--,--,Best for Pets,36900,31365,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/103-928-hill%C2%B4s-prescription-diet-wd-multi-benefit-felino.html
alg-03-00255,"hills science diet adult light felino 1,8 kg",hills,--,--,Best for Pets,,25110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/108-67-hill%C2%B4s-science-diet-adult-light-felino.html
alg-03-00245,"hills science diet adult chicken recipe felino 3,17 kg",hills,--,--,Best for Pets,,41850,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/111-3397-hill%C2%B4s-science-diet-adult-chicken-recipe-felino.html
alg-03-06952,"hills prescription diet c/d urinary care multicare stress felino 1,81 kg",hills,--,--,Best for Pets,,28710,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2223-6015-hill%C2%B4s-prescription-diet-cd-urinary-care-multicare-stress-felino.html
alg-03-00276,"hills prescription diet metabolic feline 1,8 kg",hills,--,--,Best for Pets,,34110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2748-3403-hill%C2%B4s-prescription-diet-metabolic-feline.html
alg-03-08330,"hills science diet adult 11+ indoor felino 1,5 kg",hills,--,--,Best for Pets,,24210,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2881-3774-hill%C2%B4s-science-diet-adult-11-indoor-felino.html
alg-03-08837,"hills science diet senior vitality adult 7+ felino 1,36 kg",hills,--,--,Best for Pets,,23850,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3085-4243-hill%C2%B4s-science-diet-senior-vitality-adult-7-felino.html
alg-03-00262,"hills prescription diet c/d urinary care multicare with chicken felino 1,8 kg",hills,--,--,Best for Pets,,28710,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/95-819-hill%C2%B4s-prescription-diet-cd-urinary-care-multicare-with-chicken-felino.html
alg-03-00267,"hills prescription diet k/d kidney care felino 1,8 kg",hills,--,--,Best for Pets,,34110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/99-65-hill%C2%B4s-prescription-diet-kd-kidney-care-felino.html
alp-03-00194,"hills prescription diet c/d urinary care multicare canino 1,5 kg",hills,--,--,Best for Pets,,20610,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/115-1625-hill%C2%B4s-prescription-diet-cd-urinary-care-multicare-canino.html
alp-03-00199,"hills prescription diet h/d heart care 1,5 kg",hills,--,--,Best for Pets,,21510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/116-1440-hill%C2%B4s-prescription-diet-hd-heart-care.html
alp-03-00210,"hills prescription diet k/d kidney care 1,5 kg",hills,--,--,Best for Pets,,18275,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/122-813-hill%C2%B4s-prescription-diet-kd-kidney-care.html
alp-03-00218,"hills prescription diet r/d weight loss canino 1,5 kg",hills,--,--,Best for Pets,,22950,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/124-815-hill%C2%B4s-prescription-diet-rd-weight-loss-canino.html
alp-03-00230,u/d urinary care canino 1.5 kg,hills,--,--,Best for Pets,,19465,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/126-1627-u-d-non-struvite-urinary-tract-health.html
alp-03-00233,"hills prescription diet w/d multi-benefit 1,5 kg",hills,--,--,Best for Pets,,21150,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/127-817-hill%C2%B4s-prescription-diet-wd-multi-benefit.html
alp-03-00176,"hills science diet adulto 7+ chicken meal barley brown rice recipe 2,26 kg",hills,--,--,Best for Pets,,20250,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/140-3418-hill%C2%B4s-science-diet-adulto-7-chicken-meal-barley-brown-rice-recipe.html
alp-03-00177,"hills science diet adult 7+ small bites 2,26 kg",hills,--,--,Best for Pets,,22950,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/141-71-hill%C2%B4s-science-diet-adult-7-small-bites.html
alp-03-00172,adult sensitive stomach & skin canino 7 kg,hills,--,--,Best for Pets,,71315,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/1833-5994-adult-sensitive-stomach-skin-canino.html
alp-03-00224,"hills prescription diet metabolic canino 7,9 kg",hills,--,--,Best for Pets,,89910,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2314-3421-hill%C2%B4s-prescription-diet-metabolic-canino.html
alp-03-00156,"hills science diet puppy large breed chicken & oats recipe 13,6 kg",hills,--,--,Best for Pets,94500,80325,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2753-6001-hill%C2%B4s-science-diet-puppy-large-breed-chicken-oats-recipe.html
alp-03-00208,"hills prescription diet j/d mobility 3,85 kg",hills,--,--,Best for Pets,,52275,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2756-3412-hill%C2%B4s-prescription-diet-jd-mobility.html
alp-03-08023,derm defense canine 2.7 kg,hills,--,--,Best for Pets,,32900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/2760-3423-derm-defense-canine.html
alp-03-08324,adult perfect weight dog dry food 1.8 kg,hills,--,--,Best for Pets,,14500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/2877-3764-hill-s-science-diet-adult-perfect-weight-dog-dry-food-.html
alg-54-09754,nutrique baby cat & kitten 2 kg,vitalcan,--,--,Best for Pets,22900,16030,30%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3514-5109-nutrique-baby-cat-kitten.html
alg-54-09756,nutrique young adult cat sterilised- healthy weight 2 kg,vitalcan,--,--,Best for Pets,22500,15750,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3516-5111-nutrique-young-adult-cat-sterilised-healthy-weight.html
alp-54-09749,nutrique large puppy 15 kg,vitalcan,--,--,Best for Pets,93500,65450,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3510-5105-nutrique-large-puppy.html
alp-54-09752,nutrique large young adult 15 kg,vitalcan,--,--,Best for Pets,87500,61250,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3513-5108-nutrique-large-young-adult.html
alg-45-08234,"orijen six fish cat 1,8 kg",orijen,--,--,Best for Pets,39900,31920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2833-3807-orijen-six-fish-cat.html
alp-45-08086,orijen original dog 2 kg,orijen,--,--,Best for Pets,37500,30000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2778-3508-orijen-original-dog.html
alp-45-08089,orijen six fish dog 2 kg,orijen,--,--,Best for Pets,37500,30000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2779-3511-orijen-six-fish-dog.html
alg-07-08819,pro pac ultimates deep sea select 2 kg,pro pac,--,--,Best for Pets,,18800,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3057-4620-pro-pac-ultimates%E2%84%A2-deep-sea-select.html
alg-07-08818,pro pac ultimates savanna pride 2 kg,pro pac,--,--,Best for Pets,,18800,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3058-4247-pro-pac-ultimates%E2%84%A2-savanna-pride.html
alp-07-06021,"pro pac ultimates mature 2,5 kg",pro pac,--,--,Best for Pets,,20400,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1858-1057-pro-pac-ultimates%E2%84%A2-mature.html
alp-07-06014,"pro pac ultimates heartland choice 2,5 kg",pro pac,--,--,Best for Pets,,20400,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1859-1059-pro-pac-ultimates%E2%84%A2-heartland-choice.html
alp-07-06016,"pro pac ultimates bayside select 2,5 kg",pro pac,--,--,Best for Pets,,20400,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1860-1061-pro-pac-ultimates%E2%84%A2-bayside-select.html
alp-07-08816,"pro pac ultimates chicken & brown rice 2,5 kg",pro pac,--,--,Best for Pets,,20400,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3056-4233-pro-pac-ultimates%E2%84%A2-chicken-brown-rice.html
alp-04-02168,bil jac gooberlicious dogs treats 0.113 kg,bil-jac,--,--,Best for Pets,,4501,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/snacks-para-perros/318-91-bil-jac-gooberlicious-dogs-treats.html
alg-15-02301,"royal canin gatos castrados weight control 1,5 kg",royal canin,--,--,Best for Pets,,17925,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1702-5048-royal-canin-gatos-castrados-weight-control.html
alg-15-02239,"royal canin indoor 27 felino 1,5 kg",royal canin,--,--,Best for Pets,18500,14800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/186-114-royal-canin-indoor-27-felino.html
alg-15-02242,"royal canin indoor 7+ felino 1,5 kg",royal canin,--,--,Best for Pets,18900,15120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/188-4507-royal-canin-indoor-7-felino.html
alg-15-02299,young female felino 1.5 kg,royal canin,--,--,Best for Pets,,17425,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/207-135-young-female-felino.html
alg-15-07405,"royal canin urinary care 1,5 kg",royal canin,--,--,Best for Pets,19900,15920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2333-2517-royal-canin-urinary-care.html
alp-15-06692,"royal canin bulldog frances adult 2,5 kg",royal canin,--,--,Best for Pets,,21375,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2135-2010-royal-canin-bulldog-franc%C3%A9s-adult.html
alp-15-02179,"royal canin mini adult canino 2,5 kg",royal canin,--,--,Best for Pets,23900,19120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/215-891-royal-canin-mini-adult-canino.html
alp-15-02184,"royal canin mini dermacomfort canino 2,5 kg",royal canin,--,--,Best for Pets,25500,20400,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/217-2426-royal-canin-mini-dermacomfort-canino.html
alp-15-02275,urinary s/o canine 2 kg,royal canin,--,--,Best for Pets,,23715,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/257-153-urinary.html
alp-15-02286,royal canin hepatic canino 2 kg,royal canin,--,--,Best for Pets,,26265,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5163-11073-royal-canin-hepatic-canino.html
alp-15-09132,royal canin medium ageing 10+ 15 kg,royal canin,--,--,Best for Pets,109900,87920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3200-4510-royal-canin-medium-ageing-10.html
alp-15-09134,royal canin maxi ageing 8+ 15 kg,royal canin,--,--,Best for Pets,105900,84720,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3202-4512-royal-canin-maxi-ageing-8.html
alp-15-02312,"royal canin lata hydrolyzed protein canino 0,390 kg",royal canin,--,--,Best for Pets,5100,4080,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3437-4985-royal-canin-lata-hydrolyzed-protein-canino.html
alg-13-09469,fit formula gato adulto 10 kg,orijen,--,--,Best for Pets,36500,27375,25%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3418-4964-fit-formula-gato-adulto.html
alg-06-01269,maintenance for cats 3 kg,nutra nuggets,--,--,Best for Pets,,17900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/ver-todas-las-marcas-para-gatos/44-4280-maintenance-for-cats.html
alg-54-09775,balanced gato adulto 2 kg,vitalcan,--,--,Best for Pets,18500,12950,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3539-5151-vitalcan-balanced-gato-adulto.html
alg-54-09804,complete gatos control de peso 1.5 kg,vitalcan,--,--,Best for Pets,,5625,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-gatos/3552-5177-vitalcan-complete-gatos-control-de-peso.html
alp-01-09728,whole earth farms® adult - pollo y salmón 2 kg,whole earth farms,--,--,Best for Pets,,15215,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/whole-earth-farms-para-perros/3470-5061-whole-earth-farmsu00ae-adult-pollo-y-salmu00f3n.html
alg-54-09816,belcat gato adulto 10 kg,vitalcan,--,--,Best for Pets,30900,21630,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3608-5325-belcat-gato-adulto.html
alp-01-09731,whole earth farms® adult - pollo y carne 2 kg,whole earth farms,--,--,Best for Pets,,16110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/whole-earth-farms-para-perros/3471-5064-whole-earth-farmsu00ae-adult-pollo-y-carne.html
alp-01-09734,whole earth farms puppy - pollo y salmon 2 kg,whole earth farms,--,--,Best for Pets,,16915,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3472-5067-whole-earth-farms%C2%AE-puppy-pollo-y-salm%C3%B3n.html
alg-54-09786,premium gatos adultos - pack ahorro 24 kg,vitalcan,--,--,Best for Pets,,59925,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-gatos/3615-5332-premium-gatos-adultos-pack-ahorro.html
alp-56-10276,prestige junior maxi 15 kg,royal canin,--,--,Best for Pets,89900,67425,25%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3754-5863-prestige-junior-maxi.html
